6.5,123,CVE-2017-6464|CVE-2015-7851|CVE-2015-7850|CVE-2015-7973|CVE-2017-6463|CVE-2015-7855|CVE-2016-9310|CVE-2015-7702|CVE-2019-16275|CVE-2015-1793|CVE-2017-3736|CVE-2018-0739|CVE-2019-9735|CVE-2012-5521|CVE-2018-14526|CVE-2017-1000250|CVE-2019-8921|CVE-2021-3658|CVE-2018-0494|CVE-2018-5388|CVE-2017-6330|CVE-2016-3189|CVE-2019-17450|CVE-2018-20712|CVE-2018-17794|CVE-2018-10373|CVE-2017-12967|CVE-2019-17451|CVE-2021-3487|CVE-2021-40491|CVE-2018-1140|CVE-2020-10730|CVE-2018-16851|CVE-2019-14907|CVE-2018-10918|CVE-2017-9461|CVE-2016-2125|CVE-2019-12436|CVE-2019-12435|CVE-2016-2126|CVE-2019-10218|CVE-2019-19344|CVE-2019-3824|CVE-2021-3671|CVE-2020-10760|CVE-2018-10919|CVE-2018-16841|CVE-2019-0191|CVE-2017-7479|CVE-2017-7522|CVE-2022-24745|CVE-2015-9253|CVE-2022-31629|CVE-2021-32767|CVE-2016-6292|CVE-2015-3411|CVE-2017-7890|CVE-2016-11085|CVE-2015-4598|CVE-2022-1348|CVE-2018-18778|CVE-2022-34295|CVE-2020-22039|CVE-2020-22033|CVE-2020-22046|CVE-2018-13301|CVE-2020-20446|CVE-2020-22021|CVE-2020-22051|CVE-2020-22049|CVE-2018-1999015|CVE-2018-12459|CVE-2018-1999013|CVE-2017-15186|CVE-2019-9718|CVE-2018-6621|CVE-2017-9608|CVE-2020-20453|CVE-2020-22042|CVE-2016-2213|CVE-2020-22044|CVE-2020-22056|CVE-2020-35964|CVE-2020-20448|CVE-2018-7557|CVE-2019-9721|CVE-2020-22028|CVE-2020-20445|CVE-2020-22026|CVE-2018-12460|CVE-2018-13303|CVE-2020-22038|CVE-2018-6912|CVE-2018-13304|CVE-2019-13390|CVE-2018-14394|CVE-2019-1000016|CVE-2018-7751|CVE-2020-20902|CVE-2020-21697|CVE-2020-22048|CVE-2020-22024|CVE-2020-22020|CVE-2020-22043|CVE-2020-22054|CVE-2018-1999012|CVE-2020-22019|CVE-2017-14170|CVE-2020-22040|CVE-2018-1999014|CVE-2018-14395|CVE-2020-22041|CVE-2018-6392|CVE-2018-10001|CVE-2020-22037|CVE-2016-1549|CVE-2017-16541|CVE-2019-13456|CVE-2018-18065|CVE-2019-20892|CVE-2015-7560|CVE-2016-0777|CVE-2021-4209
7.4,14,CVE-2020-13817|CVE-2021-3712|CVE-2021-3450|CVE-2019-1543|CVE-2019-0223|CVE-2021-44273|CVE-2014-0224|CVE-2017-12151|CVE-2017-12150|CVE-2017-7520|CVE-2017-7272|CVE-2016-3167|CVE-2021-3618|CVE-2020-5864
6.2,2,CVE-2015-7975|CVE-2011-5320
7.7,3,CVE-2015-7974|CVE-2021-23017|CVE-2020-14147
4.8,3,CVE-2015-8140|CVE-2021-32668|CVE-2022-28379
7.0,10,CVE-2017-6455|CVE-2018-14879|CVE-2019-9755|CVE-2017-15265|CVE-2020-1752|CVE-2020-1751|CVE-2018-3968|CVE-2019-10143|CVE-2021-41617|CVE-2016-10010
7.2,15,CVE-2021-42379|CVE-2021-42381|CVE-2021-42386|CVE-2021-42385|CVE-2021-42384|CVE-2021-42378|CVE-2020-25643|CVE-2021-42382|CVE-2021-42383|CVE-2021-42380|CVE-2015-5252|CVE-2021-29090|CVE-2016-1548|CVE-2019-10192|CVE-2019-10193
4.7,9,CVE-2017-2616|CVE-2019-1547|CVE-2018-5407|CVE-2017-9079|CVE-2017-18018|CVE-2015-1865|CVE-2018-20482|CVE-2011-3585|CVE-2018-10545
4.6,2,CVE-2016-5011|CVE-2017-3225
3.3,5,CVE-2019-1552|CVE-2019-1010220|CVE-2021-3588|CVE-2018-10910|CVE-2020-35448
4.0,1,CVE-2021-3448
6.7,6,CVE-2018-1203|CVE-2022-30787|CVE-2022-30785|CVE-2022-30783|CVE-2019-5094|CVE-2019-5188
9.1,17,CVE-2019-15167|CVE-2020-7043|CVE-2017-6519|CVE-2021-43400|CVE-2021-45079|CVE-2017-6969|CVE-2017-7226|CVE-2019-10197|CVE-2020-6162|CVE-2018-7544|CVE-2021-35942|CVE-2015-8776|CVE-2017-11147|CVE-2016-5114|CVE-2016-1903|CVE-2019-14197|CVE-2019-19391
8.2,2,CVE-2016-2176|CVE-2016-3142
5.1,1,CVE-2016-0702
6.8,7,CVE-2017-13086|CVE-2017-13077|CVE-2017-13084|CVE-2021-20316|CVE-2021-20254|CVE-2019-6110|CVE-2019-6109
6.1,14,CVE-2021-31879|CVE-2017-6508|CVE-2020-35494|CVE-2019-3870|CVE-2021-3824|CVE-2018-17082|CVE-2022-24746|CVE-2020-8966|CVE-2018-10547|CVE-2022-27256|CVE-2015-8935|CVE-2018-5712|CVE-2018-16845|CVE-2019-19096
8.6,6,CVE-2020-27153|CVE-2016-5094|CVE-2016-5095|CVE-2016-5096|CVE-2016-5093|CVE-2020-5863
5.7,2,CVE-2021-0129|CVE-2017-13682
7.1,9,CVE-2020-0556|CVE-2021-3549|CVE-2018-10195|CVE-2017-12163|CVE-2016-3185|CVE-2022-2347|CVE-2019-13103|CVE-2019-12749|CVE-2021-28041
3.4,1,CVE-2014-3566
4.2,1,CVE-2017-13679
6.3,2,CVE-2021-20197|CVE-2016-2111
5.4,8,CVE-2019-14833|CVE-2019-14902|CVE-2019-3880|CVE-2021-32669|CVE-2021-32667|CVE-2021-39202|CVE-2018-6864|CVE-2015-5296
2.5,1,CVE-2021-43566
4.4,2,CVE-2018-16852|CVE-2018-5382
10.0,2,CVE-2020-1472|CVE-2016-20010
4.9,4,CVE-2019-14847|CVE-2019-20402|CVE-2019-19269|CVE-2020-15025
3.5,1,CVE-2022-24744
3.6,1,CVE-2020-7068
7.3,7,CVE-2015-6836|CVE-2015-8865|CVE-2015-6832|CVE-2015-6831|CVE-2015-5590|CVE-2015-8662|CVE-2016-10009
7.6,1,CVE-2013-7456
9.6,1,CVE-2015-8866
6.4,3,CVE-2017-3226|CVE-2016-3116|CVE-2016-3115
8.3,2,CVE-2015-8663|CVE-2015-8661
8.4,1,CVE-2018-12326
5.6,2,CVE-2018-10846|CVE-2018-16868
