360,13
360,20
360,17
360,20
360,9
360,14
360,20
360,42
360,12
360,19
360,19
360,13
360,26
360,19
360,19
360,13
360,21
360,9
360,18
asus,30
asus,30
asus,70
asus,71
asus,64
asus,36
asus,64
asus,14
asus,62
asus,36
asus,36
asus,62
asus,8
asus,8
asus,13
asus,14
asus,14
asus,62
asus,13
asus,61
asus,12
asus,58
asus,58
asus,59
asus,67
asus,12
asus,12
asus,12
asus,57
asus,4
asus,57
asus,63
asus,57
asus,63
asus,63
asus,63
asus,63
asus,61
asus,57
asus,57
asus,63
asus,61
asus,61
asus,57
asus,57
asus,55
asus,57
asus,61
asus,67
asus,55
asus,61
asus,55
asus,67
asus,67
asus,54
asus,54
asus,54
asus,68
asus,67
asus,54
asus,62
buffalo,20
buffalo,20
buffalo,16
buffalo,25
dlink,31
dlink,31
dlink,30
dlink,15
dlink,18
dlink,19
dlink,19
dlink,19
dlink,19
dlink,19
dlink,13
dlink,1
dlink,1
dlink,13
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,13
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,29
dlink,29
dlink,37
dlink,12
dlink,12
dlink,10
dlink,10
dlink,10
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,25
dlink,2
dlink,16
dlink,16
dlink,15
dlink,15
dlink,16
dlink,17
dlink,17
dlink,16
dlink,16
dlink,17
dlink,15
dlink,17
dlink,17
dlink,16
dlink,17
dlink,16
dlink,15
dlink,17
dlink,16
dlink,17
dlink,16
dlink,15
dlink,17
dlink,17
dlink,16
dlink,3
dlink,17
dlink,16
dlink,17
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,3
dlink,3
dlink,13
dlink,14
dlink,14
dlink,14
dlink,14
dlink,3
dlink,15
dlink,1
dlink,1
dlink,14
dlink,14
dlink,1
dlink,1
dlink,3
dlink,3
dlink,1
dlink,1
dlink,1
dlink,1
dlink,1
dlink,20
dlink,20
dlink,22
dlink,20
dlink,31
dlink,30
dlink,16
dlink,19
dlink,19
dlink,21
dlink,20
dlink,21
dlink,19
dlink,22
dlink,21
