bin,3944
trx,408
w,135
zip,112
None,170
enc,1
pkg,31
had,142
exe,77
ros,17
tfp,15
rom,3
Other,212
upg,7
hex,91
my,1
img,513
bix,22
tgz,4
imag,3
zhex,3
npk,55
chk,65
stk,68
xos,1
cwe,3
spk,2
qfix,1
tpk,1
fw,9
msi,7
upx,1
lcz,1
sedp,1
idp,1
upd,1
mem,1
nxe,1
gz,9
ima,8
pat,61
ggl,19
mif,1
hqx,9
tnc,1
tno,1
tcc,1
tco,1
ubi,9
mbn,9
nvm,26
pck,24
dav,67
mfi,2
uni,1
vxd,1
dlf,4
fim,1
cab,2
tar,195
